	timestamp(CST)	stage(ft)
662	2016-07-05 13:30:13-05	0.41
663	2016-07-05 13:15:00-05	0.41
664	2016-07-05 13:00:03-05	0.42
665	2016-07-05 12:45:04-05	0.42
666	2016-07-05 12:30:07-05	0.42
667	2016-07-05 12:15:10-05	0.43
668	2016-07-05 12:00:12-05	0.45
669	2016-07-05 11:45:00-05	0.44
670	2016-07-05 11:30:03-05	0.44
671	2016-07-05 11:15:05-05	0.46
672	2016-07-05 11:00:05-05	0.45
673	2016-07-05 10:45:00-05	0.43
674	2016-07-05 10:30:10-05	0.47
675	2016-07-05 10:15:04-05	0.45
676	2016-07-05 10:00:13-05	0.46
677	2016-07-05 09:45:08-05	0.45
678	2016-07-05 09:30:03-05	0.44
679	2016-07-05 09:15:12-05	0.44
680	2016-07-05 09:00:07-05	0.45
681	2016-07-05 08:45:01-05	0.46
682	2016-07-05 08:30:10-05	0.43
683	2016-07-05 08:15:05-05	0.44
684	2016-07-05 08:00:00-05	0.44
685	2016-07-05 07:45:09-05	0.45
686	2016-07-05 07:30:04-05	0.44
687	2016-07-05 07:15:13-05	0.44
688	2016-07-05 07:00:08-05	0.43
689	2016-07-05 06:45:02-05	0.44
690	2016-07-05 06:30:12-05	0.44
691	2016-07-05 06:15:06-05	0.43
692	2016-07-05 06:00:01-05	0.41
693	2016-07-05 05:45:11-05	0.4
694	2016-07-05 05:30:05-05	0.4
695	2016-07-05 05:15:00-05	0.41
696	2016-07-05 05:00:10-05	0.42
697	2016-07-05 04:45:04-05	0.42
698	2016-07-05 04:30:14-05	0.42
699	2016-07-05 04:15:08-05	0.41
700	2016-07-05 04:00:03-05	0.43
701	2016-07-05 03:45:12-05	0.41
702	2016-07-05 03:30:06-05	0.41
703	2016-07-05 03:15:09-05	0.42
704	2016-07-05 03:00:02-05	0.43
705	2016-07-05 02:45:10-05	0.43
706	2016-07-05 02:30:07-05	0.42
707	2016-07-05 02:15:02-05	0.43
708	2016-07-05 02:00:09-05	0.42
709	2016-07-05 01:45:01-05	0.41
710	2016-07-05 01:30:11-05	0.42
711	2016-07-05 01:15:14-05	0.41
712	2016-07-05 01:00:08-05	0.42
713	2016-07-05 00:45:02-05	0.42
714	2016-07-05 00:30:08-05	0.42
715	2016-07-05 00:15:02-05	0.4
716	2016-07-05 00:00:11-05	0.41
717	2016-07-04 23:45:05-05	0.41
718	2016-07-04 23:30:14-05	0.39
719	2016-07-04 23:15:06-05	0.39
720	2016-07-04 23:00:13-05	0.39
721	2016-07-04 22:45:07-05	0.38
722	2016-07-04 22:30:13-05	0.38
723	2016-07-04 22:15:08-05	0.36
724	2016-07-04 22:00:02-05	0.36
725	2016-07-04 21:45:11-05	0.37
726	2016-07-04 21:30:14-05	0.36
727	2016-07-04 21:15:08-05	0.41
728	2016-07-04 21:00:03-05	0.39
729	2016-07-04 20:45:12-05	0.41
730	2016-07-04 20:30:07-05	0.39
731	2016-07-04 20:15:02-05	0.4
732	2016-07-04 20:00:11-05	0.42
733	2016-07-04 19:45:06-05	0.42
734	2016-07-04 19:30:01-05	0.41
735	2016-07-04 19:15:10-05	0.42
736	2016-07-04 19:00:05-05	0.41
737	2016-07-04 18:45:14-05	0.42
738	2016-07-04 18:30:09-05	0.42
739	2016-07-04 18:15:04-05	0.41
740	2016-07-04 18:00:13-05	0.42
741	2016-07-04 17:45:07-05	0.42
742	2016-07-04 17:30:02-05	0.43
743	2016-07-04 17:15:11-05	0.43
744	2016-07-04 17:00:06-05	0.42
745	2016-07-04 16:45:01-05	0.41
746	2016-07-04 16:30:10-05	0.43
747	2016-07-04 16:15:01-05	0.43
748	2016-07-04 16:00:10-05	0.43
749	2016-07-04 15:45:04-05	0.4
750	2016-07-04 15:30:13-05	0.42
751	2016-07-04 15:15:08-05	0.42
752	2016-07-04 15:00:03-05	0.41
753	2016-07-04 14:45:12-05	0.4
754	2016-07-04 14:30:07-05	0.41
755	2016-07-04 14:15:01-05	0.4
756	2016-07-04 14:00:10-05	0.4
757	2016-07-04 13:45:05-05	0.39
758	2016-07-04 13:30:14-05	0.41
759	2016-07-04 13:15:09-05	0.42
760	2016-07-04 13:00:03-05	0.41
761	2016-07-04 12:45:13-05	0.42
762	2016-07-04 12:30:07-05	0.42
763	2016-07-04 12:15:02-05	0.4
764	2016-07-04 12:00:11-05	0.42
765	2016-07-04 11:45:05-05	0.39
766	2016-07-04 11:30:14-05	0.4
767	2016-07-04 11:15:08-05	0.4
768	2016-07-04 11:00:03-05	0.42
769	2016-07-04 10:45:12-05	0.42
770	2016-07-04 10:30:06-05	0.43
771	2016-07-04 10:15:09-05	0.42
772	2016-07-04 10:00:04-05	0.42
773	2016-07-04 09:45:13-05	0.43
774	2016-07-04 09:30:08-05	0.43
775	2016-07-04 09:15:02-05	0.43
776	2016-07-04 09:00:12-05	0.41
777	2016-07-04 08:45:06-05	0.44
778	2016-07-04 08:30:00-05	0.41
779	2016-07-04 08:15:09-05	0.41
780	2016-07-04 08:00:04-05	0.42
781	2016-07-04 07:45:14-05	0.42
782	2016-07-04 07:30:08-05	0.44
783	2016-07-04 07:15:03-05	0.43
784	2016-07-04 07:00:12-05	0.44
785	2016-07-04 06:45:07-05	0.43
786	2016-07-04 06:30:02-05	0.41
787	2016-07-04 06:15:11-05	0.43
788	2016-07-04 06:00:06-05	0.44
789	2016-07-04 05:45:01-05	0.42
790	2016-07-04 05:30:10-05	0.44
791	2016-07-04 05:15:05-05	0.43
792	2016-07-04 05:00:14-05	0.42
793	2016-07-04 04:45:09-05	0.43
794	2016-07-04 04:30:04-05	0.44
795	2016-07-04 04:15:13-05	0.43
796	2016-07-04 04:00:07-05	0.43
797	2016-07-04 03:45:02-05	0.42
798	2016-07-04 03:30:11-05	0.41
799	2016-07-04 03:15:05-05	0.39
800	2016-07-04 03:00:02-05	0.39
801	2016-07-04 02:45:11-05	0.38
802	2016-07-04 02:30:05-05	0.38
803	2016-07-04 02:15:00-05	0.37
804	2016-07-04 02:00:09-05	0.37
805	2016-07-04 01:45:03-05	0.36
806	2016-07-04 01:30:12-05	0.36
807	2016-07-04 01:15:09-05	0.36
808	2016-07-04 01:00:02-05	0.35
809	2016-07-04 00:45:12-05	0.36
810	2016-07-04 00:30:06-05	0.36
811	2016-07-04 00:15:01-05	0.37
812	2016-07-04 00:00:10-05	0.37
813	2016-07-03 23:45:05-05	0.38
814	2016-07-03 23:30:14-05	0.37
815	2016-07-03 23:15:06-05	0.36
816	2016-07-03 23:00:00-05	0.39
817	2016-07-03 22:45:09-05	0.4
818	2016-07-03 22:30:01-05	0.4
819	2016-07-03 22:15:10-05	0.39
820	2016-07-03 22:00:05-05	0.39
821	2016-07-03 21:45:14-05	0.4
822	2016-07-03 21:30:08-05	0.39
823	2016-07-03 21:15:03-05	0.38
824	2016-07-03 21:00:11-05	0.38
825	2016-07-03 20:45:06-05	0.4
826	2016-07-03 20:30:09-05	0.41
827	2016-07-03 20:15:03-05	0.4
828	2016-07-03 20:00:12-05	0.4
829	2016-07-03 19:45:07-05	0.4
830	2016-07-03 19:30:01-05	0.39
831	2016-07-03 19:15:10-05	0.39
832	2016-07-03 19:00:05-05	0.39
833	2016-07-03 18:45:14-05	0.38
834	2016-07-03 18:30:08-05	0.38
835	2016-07-03 18:15:03-05	0.36
836	2016-07-03 18:00:11-05	0.38
837	2016-07-03 17:45:06-05	0.38
838	2016-07-03 17:30:00-05	0.37
839	2016-07-03 17:15:09-05	0.37
840	2016-07-03 17:00:04-05	0.35
841	2016-07-03 16:45:12-05	0.36
842	2016-07-03 16:30:07-05	0.37
843	2016-07-03 16:15:02-05	0.37
844	2016-07-03 16:00:13-05	0.39
845	2016-07-03 15:45:07-05	0.41
846	2016-07-03 15:30:02-05	0.38
847	2016-07-03 15:15:11-05	0.41
848	2016-07-03 15:00:05-05	0.42
849	2016-07-03 14:45:00-05	0.41
850	2016-07-03 14:30:08-05	0.43
851	2016-07-03 14:15:03-05	0.43
852	2016-07-03 14:00:12-05	0.44
853	2016-07-03 13:45:06-05	0.44
854	2016-07-03 13:30:01-05	0.45
855	2016-07-03 13:15:09-05	0.45
856	2016-07-03 13:00:12-05	0.44
857	2016-07-03 12:45:13-05	0.48
858	2016-07-03 12:30:06-05	0.48
859	2016-07-03 12:15:01-05	0.47
860	2016-07-03 12:00:10-05	0.48
861	2016-07-03 11:45:05-05	0.48
862	2016-07-03 11:30:14-05	0.46
863	2016-07-03 11:15:09-05	0.47
864	2016-07-03 11:00:03-05	0.46
865	2016-07-03 10:45:13-05	0.48
866	2016-07-03 10:30:07-05	0.48
867	2016-07-03 10:15:02-05	0.5
868	2016-07-03 10:00:11-05	0.47
869	2016-07-03 09:45:06-05	0.49
870	2016-07-03 09:30:01-05	0.5
871	2016-07-03 09:15:10-05	0.48
872	2016-07-03 09:00:04-05	0.49
873	2016-07-03 08:45:13-05	0.49
874	2016-07-03 08:30:07-05	0.48
875	2016-07-03 08:15:01-05	0.46
876	2016-07-03 08:00:11-05	0.48
877	2016-07-03 07:45:08-05	0.48
878	2016-07-03 07:30:02-05	0.47
879	2016-07-03 07:15:12-05	0.48
880	2016-07-03 07:00:06-05	0.47
881	2016-07-03 06:45:01-05	0.47
882	2016-07-03 06:30:10-05	0.46
883	2016-07-03 06:15:05-05	0.45
884	2016-07-03 06:00:14-05	0.45
885	2016-07-03 05:45:09-05	0.45
886	2016-07-03 05:30:03-05	0.42
887	2016-07-03 05:15:12-05	0.43
888	2016-07-03 05:00:07-05	0.44
889	2016-07-03 04:45:01-05	0.44
890	2016-07-03 04:30:11-05	0.43
891	2016-07-03 04:15:05-05	0.43
892	2016-07-03 04:00:00-05	0.43
893	2016-07-03 03:45:09-05	0.43
894	2016-07-03 03:30:04-05	0.43
895	2016-07-03 03:15:13-05	0.43
896	2016-07-03 03:00:07-05	0.43
897	2016-07-03 02:45:02-05	0.43
898	2016-07-03 02:30:08-05	0.41
899	2016-07-03 02:15:03-05	0.42
900	2016-07-03 02:00:12-05	0.42
901	2016-07-03 01:45:07-05	0.42
902	2016-07-03 01:30:02-05	0.42
903	2016-07-03 01:15:11-05	0.42
904	2016-07-03 01:00:00-05	0.42
905	2016-07-03 00:45:07-05	0.44
906	2016-07-03 00:30:02-05	0.45
907	2016-07-03 00:15:10-05	0.44
908	2016-07-03 00:00:05-05	0.44
909	2016-07-02 23:45:13-05	0.43
910	2016-07-02 23:30:08-05	0.43
911	2016-07-02 23:15:00-05	0.45
912	2016-07-02 23:00:08-05	0.44
913	2016-07-02 22:45:03-05	0.42
914	2016-07-02 22:30:11-05	0.42
915	2016-07-02 22:15:06-05	0.4
916	2016-07-02 22:00:09-05	0.42
917	2016-07-02 21:45:03-05	0.42
918	2016-07-02 21:30:01-05	0.42
919	2016-07-02 21:15:09-05	0.43
920	2016-07-02 21:00:04-05	0.42
921	2016-07-02 20:45:10-05	0.43
922	2016-07-02 20:30:03-05	0.42
923	2016-07-02 20:15:06-05	0.43
924	2016-07-02 20:00:13-05	0.43
925	2016-07-02 19:45:08-05	0.44
926	2016-07-02 19:30:02-05	0.43
927	2016-07-02 19:15:12-05	0.44
928	2016-07-02 19:00:07-05	0.44
929	2016-07-02 18:45:01-05	0.43
930	2016-07-02 18:30:10-05	0.43
931	2016-07-02 18:15:04-05	0.42
932	2016-07-02 18:00:13-05	0.43
933	2016-07-02 17:45:08-05	0.42
934	2016-07-02 17:30:02-05	0.42
935	2016-07-02 17:15:11-05	0.43
936	2016-07-02 17:00:06-05	0.42
937	2016-07-02 16:45:01-05	0.42
938	2016-07-02 16:30:10-05	0.42
939	2016-07-02 16:15:04-05	0.42
940	2016-07-02 16:00:14-05	0.42
941	2016-07-02 15:45:09-05	0.43
942	2016-07-02 15:30:03-05	0.43
943	2016-07-02 15:15:12-05	0.43
944	2016-07-02 15:00:07-05	0.42
945	2016-07-02 14:45:02-05	0.42
946	2016-07-02 14:30:11-05	0.42
947	2016-07-02 14:15:06-05	0.42
948	2016-07-02 14:00:14-05	0.44
949	2016-07-02 13:45:09-05	0.45
950	2016-07-02 13:30:14-05	0.44
951	2016-07-02 13:15:08-05	0.46
952	2016-07-02 13:00:03-05	0.46
953	2016-07-02 12:45:12-05	0.45
954	2016-07-02 12:30:07-05	0.46
955	2016-07-02 12:15:01-05	0.46
956	2016-07-02 12:00:10-05	0.45
957	2016-07-02 11:45:05-05	0.46
958	2016-07-02 11:30:14-05	0.48
959	2016-07-02 11:15:09-05	0.49
960	2016-07-02 11:00:03-05	0.5
961	2016-07-02 10:45:13-05	0.48
962	2016-07-02 10:30:07-05	0.48
963	2016-07-02 10:15:00-05	0.48
964	2016-07-02 10:00:09-05	0.47
965	2016-07-02 09:45:04-05	0.49
966	2016-07-02 09:30:13-05	0.5
967	2016-07-02 09:15:08-05	0.49
968	2016-07-02 09:00:03-05	0.49
969	2016-07-02 08:45:14-05	0.49
970	2016-07-02 08:30:02-05	0.5
971	2016-07-02 08:15:09-05	0.49
972	2016-07-02 08:00:00-05	0.5
973	2016-07-02 07:45:03-05	0.5
974	2016-07-02 07:30:11-05	0.49
975	2016-07-02 07:15:05-05	0.48
976	2016-07-02 07:00:14-05	0.49
977	2016-07-02 06:45:08-05	0.48
978	2016-07-02 06:30:02-05	0.48
979	2016-07-02 06:15:08-05	0.48
980	2016-07-02 06:00:11-05	0.48
981	2016-07-02 05:45:00-05	0.48
982	2016-07-02 05:30:04-05	0.48
983	2016-07-02 05:15:10-05	0.47
984	2016-07-02 05:00:05-05	0.48
985	2016-07-02 04:45:14-05	0.47
986	2016-07-02 04:30:09-05	0.48
987	2016-07-02 04:15:03-05	0.47
988	2016-07-02 04:00:09-05	0.48
989	2016-07-02 03:45:04-05	0.48
990	2016-07-02 03:30:04-05	0.48
991	2016-07-02 03:15:08-05	0.47
992	2016-07-02 03:00:07-05	0.47
993	2016-07-02 02:45:00-05	0.47
994	2016-07-02 02:30:06-05	0.47
995	2016-07-02 02:15:03-05	0.47
996	2016-07-02 02:00:12-05	0.46
997	2016-07-02 01:45:04-05	0.47
998	2016-07-02 01:30:13-05	0.47
999	2016-07-02 01:15:07-05	0.47
1000	2016-07-02 01:00:04-05	0.46
1001	2016-07-02 00:45:09-05	0.46
1002	2016-07-02 00:30:09-05	0.46
1003	2016-07-02 00:15:04-05	0.45
1004	2016-07-02 00:00:12-05	0.46
1005	2016-07-01 23:45:07-05	0.46
1006	2016-07-01 23:30:01-05	0.45
1007	2016-07-01 23:15:10-05	0.46
1008	2016-07-01 23:00:04-05	0.47
1009	2016-07-01 22:45:08-05	0.46
1010	2016-07-01 22:30:02-05	0.46
1011	2016-07-01 22:15:10-05	0.44
1012	2016-07-01 22:00:00-05	0.44
1013	2016-07-01 21:45:06-05	0.44
1014	2016-07-01 21:30:09-05	0.44
1015	2016-07-01 21:15:01-05	0.42
1016	2016-07-01 21:00:10-05	0.4
1017	2016-07-01 20:45:07-05	0.39
1018	2016-07-01 20:30:01-05	0.35
1019	2016-07-01 20:15:11-05	0.34
1020	2016-07-01 20:00:06-05	0.33
1021	2016-07-01 19:45:00-05	0.32
1022	2016-07-01 19:30:09-05	0.32
1023	2016-07-01 19:15:04-05	0.32
1024	2016-07-01 19:00:13-05	0.31
1025	2016-07-01 18:45:07-05	0.33
1026	2016-07-01 18:30:01-05	0.32
1027	2016-07-01 18:15:11-05	0.35
1028	2016-07-01 18:00:06-05	0.36
1029	2016-07-01 17:45:01-05	0.37
1030	2016-07-01 17:30:10-05	0.38
1031	2016-07-01 17:15:05-05	0.39
1032	2016-07-01 17:00:14-05	0.41
1033	2016-07-01 16:45:08-05	0.45
1034	2016-07-01 16:30:03-05	0.44
1035	2016-07-01 16:15:12-05	0.45
1036	2016-07-01 16:00:05-05	0.46
1037	2016-07-01 15:45:00-05	0.48
1038	2016-07-01 15:30:09-05	0.48
1039	2016-07-01 15:15:04-05	0.48
1040	2016-07-01 15:00:12-05	0.49
1041	2016-07-01 14:45:08-05	0.51
1042	2016-07-01 14:30:02-05	0.49
1043	2016-07-01 14:15:11-05	0.53
1044	2016-07-01 14:00:06-05	0.49
1045	2016-07-01 13:45:01-05	0.51
1046	2016-07-01 13:30:09-05	0.55
1047	2016-07-01 13:15:04-05	0.55
1048	2016-07-01 13:00:13-05	0.53
1049	2016-07-01 12:45:00-05	0.55
1050	2016-07-01 12:30:00-05	0.57
1051	2016-07-01 12:15:08-05	0.56
1052	2016-07-01 12:00:03-05	0.54
1053	2016-07-01 11:45:12-05	0.54
1054	2016-07-01 11:30:07-05	0.59
1055	2016-07-01 11:15:01-05	0.55
1056	2016-07-01 11:00:10-05	0.57
1057	2016-07-01 10:45:05-05	0.59
1058	2016-07-01 10:30:00-05	0.58
1059	2016-07-01 10:15:09-05	0.59
1060	2016-07-01 10:00:03-05	0.59
1061	2016-07-01 09:45:12-05	0.6
1062	2016-07-01 09:30:07-05	0.6
1063	2016-07-01 09:15:01-05	0.59
1064	2016-07-01 09:00:10-05	0.6
1065	2016-07-01 08:45:05-05	0.58
1066	2016-07-01 08:30:14-05	0.58
1067	2016-07-01 08:15:09-05	0.59
1068	2016-07-01 08:00:03-05	0.58
1069	2016-07-01 07:45:12-05	0.6
1070	2016-07-01 07:30:07-05	0.6
1071	2016-07-01 07:15:02-05	0.59
1072	2016-07-01 07:00:11-05	0.6
1073	2016-07-01 06:45:06-05	0.59
1074	2016-07-01 06:30:01-05	0.58
1075	2016-07-01 06:15:10-05	0.59
1076	2016-07-01 06:00:04-05	0.59
1077	2016-07-01 05:45:14-05	0.59
1078	2016-07-01 05:30:08-05	0.59
1079	2016-07-01 05:15:02-05	0.59
1080	2016-07-01 05:00:11-05	0.59
1081	2016-07-01 04:45:06-05	0.58
1082	2016-07-01 04:30:01-05	0.59
1083	2016-07-01 04:15:10-05	0.59
1084	2016-07-01 04:00:13-05	0.57
1085	2016-07-01 03:45:06-05	0.58
1086	2016-07-01 03:30:13-05	0.59
1087	2016-07-01 03:15:07-05	0.59
1088	2016-07-01 03:00:10-05	0.6
1089	2016-07-01 02:45:04-05	0.6
1090	2016-07-01 02:30:11-05	0.59
1091	2016-07-01 02:15:05-05	0.61
1092	2016-07-01 02:00:00-05	0.61
1093	2016-07-01 01:45:09-05	0.61
1094	2016-07-01 01:30:03-05	0.64
1095	2016-07-01 01:15:12-05	0.63
1096	2016-07-01 01:00:07-05	0.63
1097	2016-07-01 00:45:02-05	0.6
1098	2016-07-01 00:30:11-05	0.6
1099	2016-07-01 00:15:06-05	0.58
1100	2016-07-01 00:00:01-05	0.61
1101	2016-06-30 23:45:10-05	0.62
1102	2016-06-30 23:30:05-05	0.61
1103	2016-06-30 23:15:14-05	0.6
1104	2016-06-30 23:00:09-05	0.61
1105	2016-06-30 22:45:03-05	0.62
1106	2016-06-30 22:30:13-05	0.61
1107	2016-06-30 22:15:07-05	0.62
1108	2016-06-30 22:00:02-05	0.62
1109	2016-06-30 21:45:11-05	0.62
1110	2016-06-30 21:30:08-05	0.62
1111	2016-06-30 21:15:01-05	0.61
1112	2016-06-30 21:00:08-05	0.59
1113	2016-06-30 20:45:03-05	0.57
1114	2016-06-30 20:30:07-05	0.57
1115	2016-06-30 20:15:00-05	0.59
1116	2016-06-30 20:00:07-05	0.6
1117	2016-06-30 19:45:04-05	0.61
1118	2016-06-30 19:30:13-05	0.6
1119	2016-06-30 19:15:08-05	0.62
1120	2016-06-30 19:00:03-05	0.62
1121	2016-06-30 18:45:12-05	0.62
1122	2016-06-30 18:30:07-05	0.64
1123	2016-06-30 18:15:01-05	0.66
1124	2016-06-30 18:00:10-05	0.68
1125	2016-06-30 17:45:04-05	0.71
1126	2016-06-30 17:30:00-05	0.74
1127	2016-06-30 17:15:10-05	0.76
1128	2016-06-30 17:00:04-05	0.75
1129	2016-06-30 16:45:13-05	0.72
1130	2016-06-30 16:30:07-05	0.69
1131	2016-06-30 16:15:01-05	0.66
1132	2016-06-30 16:00:10-05	0.66
1133	2016-06-30 15:45:05-05	0.75
1134	2016-06-30 15:30:13-05	0.78
1135	2016-06-30 15:15:07-05	0.79
1136	2016-06-30 15:00:02-05	0.81
1137	2016-06-30 14:45:11-05	0.85
1138	2016-06-30 14:30:06-05	0.89
1139	2016-06-30 14:15:00-05	0.89
1140	2016-06-30 14:00:10-05	0.94
1141	2016-06-30 13:45:04-05	0.93
1142	2016-06-30 13:30:13-05	0.96
1143	2016-06-30 13:15:08-05	0.99
1144	2016-06-30 13:00:02-05	1.05
1145	2016-06-30 12:45:12-05	1.05
1146	2016-06-30 12:30:06-05	1.11
1147	2016-06-30 12:15:01-05	1.14
1148	2016-06-30 12:00:10-05	1.17
1149	2016-06-30 11:45:05-05	1.21
1150	2016-06-30 11:30:14-05	1.26
1151	2016-06-30 11:15:09-05	1.3
1152	2016-06-30 11:00:05-05	1.32
1153	2016-06-30 10:45:00-05	1.37
1154	2016-06-30 10:30:09-05	1.39
1155	2016-06-30 10:15:03-05	1.41
1156	2016-06-30 10:00:13-05	1.44
1157	2016-06-30 09:45:07-05	1.45
1158	2016-06-30 09:30:02-05	1.46
1159	2016-06-30 09:15:11-05	1.46
1160	2016-06-30 09:00:06-05	1.46
1161	2016-06-30 08:45:01-05	1.46
1162	2016-06-30 08:30:10-05	1.46
1163	2016-06-30 08:15:05-05	1.46
1164	2016-06-30 08:00:14-05	1.45
1165	2016-06-30 07:45:08-05	1.46
1166	2016-06-30 07:30:03-05	1.46
1167	2016-06-30 07:15:12-05	1.46
1168	2016-06-30 07:00:07-05	1.47
1169	2016-06-30 06:45:01-05	1.47
1170	2016-06-30 06:30:11-05	1.47
1171	2016-06-30 06:15:06-05	1.47
1172	2016-06-30 06:00:00-05	1.44
1173	2016-06-30 05:45:10-05	1.4
1174	2016-06-30 05:30:04-05	1.3
1175	2016-06-30 05:15:13-05	1.26
1176	2016-06-30 05:00:08-05	1.1
1177	2016-06-30 04:45:03-05	0.91
1178	2016-06-30 04:30:12-05	0.73
1179	2016-06-30 04:15:07-05	0.59
1180	2016-06-30 04:00:02-05	0.49
1181	2016-06-30 03:45:11-05	0.51
1182	2016-06-30 03:30:06-05	0.5
1183	2016-06-30 03:15:00-05	0.49
1184	2016-06-30 03:00:09-05	0.49
1185	2016-06-30 02:45:04-05	0.48
1186	2016-06-30 02:30:13-05	0.48
1187	2016-06-30 02:15:08-05	0.46
1188	2016-06-30 02:00:02-05	0.47
1189	2016-06-30 01:45:12-05	0.46
1190	2016-06-30 01:30:06-05	0.46
1191	2016-06-30 01:15:01-05	0.45
1192	2016-06-30 01:00:10-05	0.42
1193	2016-06-30 00:45:04-05	0.42
1194	2016-06-30 00:30:13-05	0.4
1195	2016-06-30 00:15:08-05	0.4
1196	2016-06-30 00:00:03-05	0.36
1197	2016-06-29 23:45:12-05	0.39
1198	2016-06-29 23:30:07-05	0.39
1199	2016-06-29 23:15:09-05	0.39
1200	2016-06-29 23:00:04-05	0.39
1201	2016-06-29 22:45:13-05	0.38
1202	2016-06-29 22:30:08-05	0.37
1203	2016-06-29 22:15:02-05	0.37
1204	2016-06-29 22:00:10-05	0.35
1205	2016-06-29 21:45:05-05	0.36
1206	2016-06-29 21:30:14-05	0.35
1207	2016-06-29 21:15:09-05	0.33
1208	2016-06-29 21:00:04-05	0.33
1209	2016-06-29 20:45:13-05	0.33
1210	2016-06-29 20:30:07-05	0.32
1211	2016-06-29 20:15:02-05	0.32
1212	2016-06-29 20:00:11-05	0.32
1213	2016-06-29 19:45:05-05	0.31
1214	2016-06-29 19:30:00-05	0.32
1215	2016-06-29 19:15:09-05	0.32
1216	2016-06-29 19:00:04-05	0.32
1217	2016-06-29 18:45:13-05	0.31
1218	2016-06-29 18:30:07-05	0.32
1219	2016-06-29 18:15:02-05	0.33
1220	2016-06-29 18:00:11-05	0.31
1221	2016-06-29 17:45:06-05	0.3
1222	2016-06-29 17:30:01-05	0.28
1223	2016-06-29 17:15:10-05	0.28
1224	2016-06-29 17:00:05-05	0.29
1225	2016-06-29 16:45:14-05	0.29
1226	2016-06-29 16:30:09-05	0.33
1227	2016-06-29 16:15:03-05	0.33
1228	2016-06-29 16:00:12-05	0.36
1229	2016-06-29 15:45:07-05	0.34
1230	2016-06-29 15:30:02-05	0.34
1231	2016-06-29 15:15:11-05	0.37
1232	2016-06-29 15:00:06-05	0.36
1233	2016-06-29 14:45:01-05	0.35
1234	2016-06-29 14:30:10-05	0.39
1235	2016-06-29 14:15:05-05	0.4
1236	2016-06-29 14:00:00-05	0.39
1237	2016-06-29 13:45:09-05	-1.98
1238	2016-06-29 13:30:04-05	0.39
1239	2016-06-29 13:15:13-05	0.38
1240	2016-06-29 13:00:08-05	0.4
1241	2016-06-29 12:45:03-05	0.4
1242	2016-06-29 12:30:12-05	0.39
1243	2016-06-29 12:15:07-05	0.39
1244	2016-06-29 12:00:02-05	0.39
1245	2016-06-29 11:45:11-05	0.4
1246	2016-06-29 11:30:06-05	0.41
1247	2016-06-29 11:15:00-05	0.4
1248	2016-06-29 11:00:10-05	0.4
1249	2016-06-29 10:45:04-05	0.41
1250	2016-06-29 10:30:14-05	0.4
1251	2016-06-29 10:15:08-05	0.4
1252	2016-06-29 10:00:03-05	0.4
1253	2016-06-29 09:45:12-05	0.39
1254	2016-06-29 09:30:07-05	0.41
1255	2016-06-29 09:15:02-05	0.42
1256	2016-06-29 09:00:11-05	0.44
1257	2016-06-29 08:45:06-05	0.43
1258	2016-06-29 08:30:01-05	0.41
1259	2016-06-29 08:15:09-05	0.42
1260	2016-06-29 08:00:03-05	0.41
1261	2016-06-29 07:45:13-05	0.4
1262	2016-06-29 07:30:07-05	0.4
1263	2016-06-29 07:15:02-05	0.38
1264	2016-06-29 07:00:12-05	0.39
1265	2016-06-29 06:45:06-05	0.38
1266	2016-06-29 06:30:01-05	0.38
1267	2016-06-29 06:15:10-05	0.35
1268	2016-06-29 06:00:05-05	0.35
1269	2016-06-29 05:45:14-05	0.35
1270	2016-06-29 05:30:09-05	0.36
1271	2016-06-29 05:15:04-05	0.36
1272	2016-06-29 05:00:13-05	0.38
1273	2016-06-29 04:45:08-05	0.36
1274	2016-06-29 04:30:03-05	0.34
1275	2016-06-29 04:15:12-05	0.35
1276	2016-06-29 04:00:07-05	0.36
1277	2016-06-29 03:45:02-05	0.37
1278	2016-06-29 03:30:11-05	0.35
1279	2016-06-29 03:15:06-05	0.36
1280	2016-06-29 03:00:01-05	0.32
1281	2016-06-29 02:45:10-05	0.33
1282	2016-06-29 02:30:05-05	0.35
1283	2016-06-29 02:15:00-05	0.33
1284	2016-06-29 02:00:10-05	0.33
1285	2016-06-29 01:45:04-05	0.33
1286	2016-06-29 01:30:13-05	0.34
1287	2016-06-29 01:15:07-05	0.34
1288	2016-06-29 01:00:10-05	0.33
1289	2016-06-29 00:45:04-05	0.33
1290	2016-06-29 00:30:13-05	0.34
1291	2016-06-29 00:15:05-05	0.32
1292	2016-06-29 00:00:12-05	0.34
1293	2016-06-28 23:45:02-05	0.31
1294	2016-06-28 23:30:01-05	0.34
1295	2016-06-28 23:15:03-05	0.33
1296	2016-06-28 23:00:11-05	0.33
1297	2016-06-28 22:45:06-05	0.32
1298	2016-06-28 22:30:00-05	0.31
1299	2016-06-28 22:15:04-05	0.32
1300	2016-06-28 22:00:13-05	0.32
1301	2016-06-28 21:45:06-05	0.3
1302	2016-06-28 21:30:12-05	0.29
1303	2016-06-28 21:15:04-05	0.28
1304	2016-06-28 21:00:13-05	0.26
1305	2016-06-28 20:45:05-05	0.23
1306	2016-06-28 20:30:02-05	0.26
1307	2016-06-28 20:15:11-05	0.26
1308	2016-06-28 20:00:06-05	0.27
1309	2016-06-28 19:45:01-05	0.26
1310	2016-06-28 19:30:10-05	0.27
1311	2016-06-28 19:15:04-05	0.27
